rms_theta,rms_q,rms_u,settling_time_0p05,lqr_cost,trial,seed,mode
0.06039355912505549,0.08665124706690958,0.15483812984082962,1.4000000000000001,12.82312191420126,0,1016164991,pd_noisy
0.045197781879651275,0.07369049941177126,0.12823179505367127,0.89,8.017634926898,1,1099128568,pd_noisy
0.04817345983168164,0.08951010132701885,0.1439931037892588,0.88,10.181710615571847,2,1621709874,pd_noisy
0.04775399247739663,0.06903093376798472,0.11482989352731843,1.21,7.919279432617109,3,2041105244,pd_noisy
0.04792096384171086,0.0777251304310732,0.13290413386164665,0.9500000000000001,8.92053515231685,4,74845286,pd_noisy
0.05322209867300259,0.09144934351617942,0.14580511419685155,3.66,11.419850507208523,5,309580410,pd_noisy
0.0473674090511105,0.09241821866136896,0.1494892085043745,1.93,10.411586186686325,6,1767258088,pd_noisy
0.048235762429010884,0.07853346004478051,0.13716995956024605,2.0300000000000002,9.129483965144722,7,2037209174,pd_noisy
0.05646857043558168,0.09793929658943581,0.1633972223651443,5.32,13.149152070764924,8,535214420,pd_noisy
0.05393773380602236,0.08792928387530322,0.15210512194618392,1.11,11.396399378717984,9,669652943,pd_noisy
0.055630938228381284,0.07584816972520166,0.14160131125749992,1.31,10.549843921559873,10,1866217507,pd_noisy
0.055563854429400754,0.08884346692118132,0.16077473237939544,0.75,12.034054723694082,11,909086626,pd_noisy
0.048232741943763036,0.07801696945794442,0.13322248011134705,0.92,9.009487513847509,12,586626705,pd_noisy
0.04419784489906996,0.0719833667403004,0.1303180332420979,0.93,7.754427975397336,13,1777477784,pd_noisy
0.05170351156988958,0.0916099258812558,0.1511081667958218,1.6500000000000001,11.232387654657153,14,551886180,pd_noisy
0.05290041454044608,0.07845477442047982,0.14492910093132153,1.1400000000000001,10.228812409746608,15,878748453,pd_noisy
0.05457590095072765,0.09392653609943803,0.16273401707427737,4.05,12.327849684158483,16,1382612244,pd_noisy
0.05243666580870171,0.0844007851944641,0.14842983887822497,0.91,10.691278976124721,17,1180243456,pd_noisy
0.04573897786519534,0.09123258140382069,0.14081969094323224,3.5300000000000002,9.813233863551757,18,184123696,pd_noisy
0.046802664376879445,0.08592997836286947,0.13586652986101705,0.84,9.438978207570385,19,59182744,pd_noisy
0.05954238625560652,0.08472523589674752,0.1490648087113839,1.1500000000000001,12.324077793419386,20,1858836761,pd_noisy
0.0462737472481566,0.08713102907576278,0.14987409765029036,1.98,9.740633623513444,21,1618157078,pd_noisy
0.04413448451267522,0.07494073639874067,0.1212104960760215,3.52,7.790969274957567,22,1799343697,pd_noisy
0.06334360828724862,0.10284073060928861,0.17708428687366753,3.9,15.633487862482026,23,1155653964,pd_noisy
0.049638468848423704,0.07119383046449501,0.13001932094989993,1.04,8.713207690035652,24,1755663523,pd_noisy
0.05074695025405995,0.07826436536080664,0.14349722612728888,4.44,9.736928951901733,25,708093468,pd_noisy
0.05048310651020352,0.09403488286640788,0.15359633313786686,2.34,11.264163366642121,26,972122756,pd_noisy
0.05041393690066325,0.08243845797404825,0.14636585261012555,2.15,10.06647899217894,27,1693137747,pd_noisy
0.04484975193963533,0.08933762145717698,0.15369398080010965,0.72,9.761621942236264,28,266112162,pd_noisy
0.05251842809430291,0.08966517469672641,0.1514836099885906,3.67,11.23439137873314,29,651105937,pd_noisy
0.05606212924763439,0.10358695583536658,0.16160429152375358,2.5,13.583633462054197,30,267191830,pd_noisy
0.04934117229508344,0.09149251042576986,0.14990475470729328,1.83,10.717428524716196,31,973879301,pd_noisy
0.05062779305574562,0.08936592535975167,0.15522926236073417,1.08,10.902594335179442,32,2097889540,pd_noisy
0.05329477795238243,0.0862204533182962,0.1425410993889735,2.91,10.90117941030501,33,287852352,pd_noisy
0.04594235309218074,0.09502790454185643,0.15521030030685223,0.62,10.519228497880722,34,823155374,pd_noisy
0.05193248790438528,0.0825900525995323,0.14603306420487427,3.13,10.382623526313811,35,865678546,pd_noisy
0.05188992667141388,0.08370147387670457,0.14568370894230523,3.42,10.458654330283542,36,1941050025,pd_noisy
0.0535808616103675,0.10153773916638598,0.16810892259966198,3.65,12.988058828793035,37,436916801,pd_noisy
0.06829125507791574,0.08745237757288982,0.1606104557140362,3.2800000000000002,15.06023337967517,38,1078591221,pd_noisy
0.04937233611514164,0.08264756925912133,0.13989064481982252,0.92,9.738700544753497,39,563313608,pd_noisy
0.05928832954048847,0.08801655974170616,0.1606241004222798,2.24,12.812876954884302,40,42568569,pd_noisy
0.04494478852638932,0.07624085294365024,0.12812316733709417,0.8200000000000001,8.161152264779552,41,1611395863,pd_noisy
0.05736644132416015,0.09776877019982573,0.17043889383237848,2.74,13.510840216869331,42,133188514,pd_noisy
0.05404205057301474,0.09480705762398528,0.1566556787785434,1.87,12.15130967325531,43,602173222,pd_noisy
0.0501200774423112,0.0808047713534004,0.13975942237182215,2.95,9.734169376870371,44,1069973050,pd_noisy
0.05449155409733461,0.08029270508028351,0.14813066515144024,3.2800000000000002,10.78587753334758,45,1041939683,pd_noisy
0.0546065970947455,0.07713141149495276,0.1400605473611519,4.88,10.390043024743434,46,251122470,pd_noisy
0.04618092063417079,0.08301109214811234,0.12983917999385014,4.04,8.958283307999515,47,2106117098,pd_noisy
0.054521388908835886,0.09167118742297396,0.15318563501686594,0.8200000000000001,11.883439068254598,48,1608686207,pd_noisy
0.052042441854033165,0.0972655084346587,0.1617655778481148,3.88,12.083560634850754,49,2065143097,pd_noisy
0.05338752835044816,0.09720492538147658,0.1622623461745983,5.16,12.373206230919335,50,197792238,pd_noisy
0.05246409606506272,0.088044594000249,0.15204292946978307,1.6600000000000001,11.091549895912344,51,1556474545,pd_noisy
0.0542820632762886,0.08621482240391808,0.15268540374327003,1.0,11.334732194333732,52,629526660,pd_noisy
0.051772370058744105,0.08965064955374898,0.14298612464796287,4.84,10.892308442000024,53,1162275821,pd_noisy
0.05376155174493706,0.09546848221234962,0.1601914927359561,0.85,12.236661701540013,54,1986274267,pd_noisy
0.047213354027594745,0.07991984742200237,0.14171808448332532,1.21,9.13800974780017,55,594619332,pd_noisy
0.04701905654743048,0.08036979909800655,0.1307324935398546,1.72,8.915968540916875,56,1558804747,pd_noisy
0.05115669018482208,0.07426198458833473,0.13581191665187123,1.11,9.356355954975209,57,344997561,pd_noisy
0.04768729959618673,0.0821815831003522,0.14392145486423738,0.86,9.45785388859066,58,692725760,pd_noisy
0.049682499071993305,0.08802501957568296,0.14921542462034046,2.73,10.458531441629425,59,2082898963,pd_noisy
0.05045810078266031,0.0908244890083411,0.15802946193978984,1.52,11.06460877323184,60,904342678,pd_noisy
0.045205262662186114,0.08139897856197066,0.14050911567101207,0.79,8.860896457592647,61,1108248847,pd_noisy
0.05603215393689772,0.10238591260913987,0.1687019728134651,2.5300000000000002,13.626708416725085,62,629145195,pd_noisy
0.05124129291709473,0.08443325674823106,0.1376511540203024,1.11,10.217967797218279,63,248819507,pd_noisy
0.03994112752032869,0.07307621554637202,0.11266362277979301,0.81,6.799942774922431,64,911820705,pd_noisy
0.04699845391193777,0.06803113352217462,0.13025928826258845,1.6,7.987420585603078,65,1338934053,pd_noisy
0.04596228569082834,0.08589283717858845,0.14198586713185934,0.76,9.40569214956818,66,978390736,pd_noisy
0.045557700773857145,0.07135640616752119,0.11962286578293238,0.98,7.755789171513716,67,1667914286,pd_noisy
0.04587611932437331,0.08187122973308704,0.13389533681561328,0.89,8.887354907883768,68,779217002,pd_noisy
0.04891327265182221,0.0731165271351296,0.13198688510523943,1.28,8.747149553318083,69,1316414564,pd_noisy
0.050791809108042416,0.07003370131563005,0.13371562900759915,1.34,8.93508574354554,70,1659553368,pd_noisy
0.0476602447832504,0.08375802854501269,0.14036645613349147,2.12,9.508704447025456,71,1969881820,pd_noisy
0.057242243544194354,0.09138315069300484,0.1550145922040362,4.99,12.506973768153498,72,917647715,pd_noisy
0.057739897414504464,0.0873130582159259,0.1525923961515714,4.94,12.202625087266403,73,85025054,pd_noisy
0.046788799768701046,0.07283844802080609,0.13152819013245887,1.16,8.311278517795543,74,1543026409,pd_noisy
0.06251833270641662,0.08581121588103732,0.15496814341643392,4.13,13.275985519342688,75,1135136798,pd_noisy
0.0543377537271806,0.08466813220900428,0.1378990917205376,1.46,10.896725068916023,76,1872810736,pd_noisy
0.052749093720292746,0.08191106952026853,0.13994281219165197,1.0,10.368860742225575,77,986416296,pd_noisy
0.05457162337310626,0.10235485647700712,0.16806063571156965,1.8900000000000001,13.284466395774132,78,790444289,pd_noisy
0.05366666482839963,0.08665323178727369,0.15486350999032747,3.99,11.289333414959863,79,133894701,pd_noisy
0.04968640979947066,0.08176215150905104,0.14180626114816494,1.06,9.768070509077154,80,981769744,pd_noisy
0.048865176476550753,0.08917089209299504,0.14518222395479588,1.72,10.311097925781272,81,1377241755,pd_noisy
0.05365777859758933,0.08693217241462836,0.15027891075191366,1.02,11.208113283660994,82,1653715900,pd_noisy
0.0494197682045082,0.08255210473624505,0.14695649792081666,2.5,9.890171685771808,83,1831015077,pd_noisy
0.051002997080013,0.08929851994770278,0.148950929298132,0.75,10.831516325782276,84,461373844,pd_noisy
0.04680160089546578,0.07362790775351025,0.13006713375524395,1.01,8.343206079801169,85,1273331139,pd_noisy
0.05888629645087162,0.09919204864779765,0.156187216741156,2.73,13.659912130701231,86,1727528594,pd_noisy
0.055954663025107196,0.08687643985885629,0.15606272935796647,4.38,11.83791911638599,87,558555015,pd_noisy
0.05380818605378096,0.09329765384449672,0.15269247841343275,2.11,11.868177358579075,88,740102319,pd_noisy
0.04963487414208374,0.08833788985172572,0.15277638708472602,0.78,10.556239063277806,89,1803631831,pd_noisy
0.052261104816931865,0.09291624622249897,0.15604061110212705,2.24,11.58096231058397,90,1248920237,pd_noisy
0.0556674640571492,0.09121801810829075,0.15376583878903724,0.9400000000000001,12.107747578118962,91,1094134073,pd_noisy
0.04490856549889749,0.07517047617965579,0.12873019851278358,1.25,8.085147091552031,92,1446720799,pd_noisy
0.05269155757059931,0.09443718604490697,0.1540463610006631,2.12,11.768032351450197,93,1097125524,pd_noisy
0.05945026387582617,0.08505395783460748,0.1608894508143624,3.93,12.601276359844011,94,2106555450,pd_noisy
0.06681243175960383,0.09133474638006328,0.1697953101122297,3.72,15.232273126290712,95,1617120056,pd_noisy
0.054309062315381434,0.08903991655977656,0.14393906718126007,2.57,11.396167544152796,96,116244472,pd_noisy
0.04713871152948063,0.07902501783049369,0.12701661033525116,1.1400000000000001,8.760451199152321,97,317660152,pd_noisy
0.057929209575874295,0.08702078545183135,0.15433474308575745,3.5700000000000003,12.260516950825604,98,1170534941,pd_noisy
0.0482281290701615,0.07593045286071679,0.13421964024284155,1.09,8.867725178225024,99,1760134975,pd_noisy
0.050366449693707176,0.07486955801925402,0.13097994035306418,1.09,9.145808981838721,100,148210009,pd_noisy
0.050885047357315964,0.0648506863989534,0.12266611479124605,1.16,8.394858055450749,101,1467347456,pd_noisy
