rms_theta,rms_q,rms_u,settling_time_0p05,lqr_cost,trial,seed,mode
0.055407502445599936,0.07300047124830937,0.17564440749907675,1.61,11.087487939297855,0,1016164991,lqg
0.04350150407518212,0.063787919148784,0.16050142699558406,1.06,7.725503425275861,1,1099128568,lqg
0.04574234188073981,0.0796667893288239,0.17566926445882888,0.98,9.64173943763799,2,1621709874,lqg
0.049441313050246086,0.06196873666129291,0.14736098957210197,1.84,8.415878366290732,3,2041105244,lqg
0.04568262137586891,0.069246362776368,0.16211617315827234,1.16,8.516175536781924,4,74845286,lqg
0.04940942376555269,0.07824087902139473,0.17035368626609446,1.18,10.090907892117276,5,309580410,lqg
0.041295393694217156,0.07893639508675013,0.1811784815634609,0.8300000000000001,8.955193836807982,6,1767258088,lqg
0.04637919826801874,0.07081874645263257,0.16988274630215977,1.3,8.945358402875662,7,2037209174,lqg
0.05131967526352315,0.08219127047722748,0.1843466314966127,3.54,11.159912969904278,8,535214420,lqg
0.051039669179750904,0.07467835744679542,0.17544684811602992,1.53,10.276362337457348,9,669652943,lqg
0.05691614531195754,0.07097949416454474,0.1746937645034374,1.86,11.256264930643372,10,1866217507,lqg
0.05070754986069324,0.07683486967569009,0.18452218127256184,0.81,10.613894043026772,11,909086626,lqg
0.04711802941350083,0.07119173551130163,0.16707882169827296,1.17,9.040083611024787,12,586626705,lqg
0.044053705962180986,0.06478038202329633,0.16518793806740042,2.12,7.998949026885703,13,1777477784,lqg
0.04753604580207539,0.0797673162390489,0.18489312608970204,1.0,10.230488308550676,14,551886180,lqg
0.05048720105019928,0.06682619886733604,0.16801069405852145,1.72,9.419627272828793,15,878748453,lqg
0.048074577826520255,0.08198698873846427,0.19511967375751185,0.96,10.80056807205244,16,1382612244,lqg
0.05063974461767349,0.07461641541853925,0.18194479444405365,1.05,10.362261403513784,17,1180243456,lqg
0.04070913939659395,0.08009022150105255,0.16753035694913954,0.84,8.59860496782992,18,184123696,lqg
0.04469916216229463,0.07526916372986975,0.1631260066984256,1.0,8.797900660860943,19,59182744,lqg
0.05833335806251077,0.07346505297656619,0.17631876858491136,5.24,11.80465313361519,20,1858836761,lqg
0.04164741458029668,0.07735875382012758,0.17853360197650014,0.87,8.819896959315805,21,1618157078,lqg
0.043987939449495264,0.06299588065122824,0.15528662441977487,1.17,7.6385493670897455,22,1799343697,lqg
0.05762349985887251,0.08825349901108326,0.20366111172674592,3.12,13.604636299623888,23,1155653964,lqg
0.04767994316106538,0.06289578060294974,0.15481342318130412,1.32,8.298266072298446,24,1755663523,lqg
0.04795800711398595,0.06991633940132017,0.1770372107251044,1.08,9.363409024948622,25,708093468,lqg
0.0430956400820936,0.07749380730406885,0.17838774414286201,0.8200000000000001,9.071955330678824,26,972122756,lqg
0.049874246665732765,0.07569104004599268,0.1834510678147283,2.23,10.32986550946564,27,1693137747,lqg
0.04218423239882544,0.07869661773769747,0.18459623016975027,2.35,9.177204594106247,28,266112162,lqg
0.04740815891969693,0.07335083360688222,0.16928257657226597,0.99,9.305827173812682,29,651105937,lqg
0.04835797758622448,0.08932480689256331,0.19039309329831305,2.11,11.348913773858229,30,267191830,lqg
0.0437030407646571,0.07895398480852928,0.17542992636165433,0.9500000000000001,9.214176173408168,31,973879301,lqg
0.04766820099899449,0.07500375931465736,0.18149117113658608,1.32,9.794786073465822,32,2097889540,lqg
0.051416385866024844,0.07822901734019862,0.17374951922301088,2.56,10.581157309891273,33,287852352,lqg
0.042277526390532845,0.08122864208075069,0.18576532685294359,0.75,9.427472615443545,34,823155374,lqg
0.04870325813138757,0.07602627332943715,0.17578877420258887,2.98,9.920737115444258,35,865678546,lqg
0.04626927866867668,0.07320828201842638,0.17086289075463945,0.93,9.121784005424402,36,1941050025,lqg
0.04389608587280039,0.08250965693134546,0.18393664088398276,2.09,9.76127335498526,37,436916801,lqg
0.0654942921599651,0.07545403960042432,0.17768217574521666,1.72,13.761911369819966,38,1078591221,lqg
0.0461848667530122,0.07143973858110833,0.16751118172963977,1.03,8.8943416625856,39,563313608,lqg
0.05382675436709681,0.07524113243983702,0.18192473425833539,1.1400000000000001,11.07440203799355,40,42568569,lqg
0.04463756524843636,0.06977155868329693,0.16024286693088508,1.44,8.31921511693017,41,1611395863,lqg
0.0496979457383655,0.08037980607256538,0.18584444705240943,2.43,10.726051962374635,42,133188514,lqg
0.04668677450540831,0.07876537762050341,0.17413688813812966,0.85,9.705252713259839,43,602173222,lqg
0.046350483800406975,0.07228612196293527,0.1665369076488945,0.86,8.961732490368716,44,1069973050,lqg
0.052159101221525506,0.06665425889772117,0.16612653425527607,0.85,9.704792673468436,45,1041939683,lqg
0.05312715581009433,0.0669978726047835,0.16419233144880882,2.21,9.884321842011543,46,251122470,lqg
0.042427885587888466,0.07042910484166012,0.14882788046215048,0.99,7.719460967528039,47,2106117098,lqg
0.05151858220637396,0.0797072156691269,0.18032092510707412,0.9,10.89110580630103,48,1608686207,lqg
0.04553539988395032,0.08267550663225899,0.18317005818974114,0.92,10.047358979708113,49,2065143097,lqg
0.04643662868112847,0.08695897060384335,0.18922146197670517,4.94,10.74320461455056,50,197792238,lqg
0.05243454700909604,0.08088944933176186,0.19211769248432592,1.96,11.501596321343186,51,1556474545,lqg
0.052539461238152875,0.0772395274441402,0.18265368991104508,1.17,10.97257768670867,52,629526660,lqg
0.04663269807035737,0.07637694492225669,0.1696321572234362,2.62,9.395291005027444,53,1162275821,lqg
0.047746239923765074,0.08036195000044828,0.18632690538262212,1.0,10.35753931719313,54,1986274267,lqg
0.046091235647461926,0.06975591253194852,0.17779014970709042,1.62,9.020838636234515,55,594619332,lqg
0.04639653418354709,0.07170804880383498,0.1634004600024736,1.06,8.852077464464173,56,1558804747,lqg
0.048809559665037895,0.06651637275785167,0.16128844262184375,1.19,8.901993319350604,57,344997561,lqg
0.04519395775024357,0.07347390425635265,0.1781871781236364,1.05,9.133744550724602,58,692725760,lqg
0.04552135754046031,0.08125127196491237,0.18019362807189504,0.93,9.848033608841641,59,2082898963,lqg
0.046926334058745925,0.07685182029335182,0.19175466650567885,0.96,10.078231854962969,60,904342678,lqg
0.04286892583925206,0.0738691243224501,0.1733768696605367,0.86,8.628219250368586,61,1108248847,lqg
0.049178625422594456,0.08760183365616682,0.19327021411810383,0.9,11.438264826102133,62,629145195,lqg
0.04969895751015844,0.07122042289727536,0.16396041827938568,1.31,9.465490462440457,63,248819507,lqg
0.03948808713372041,0.0671755404508914,0.1480556042342267,1.03,6.997008852337233,64,911820705,lqg
0.04981797696450679,0.062436579746554574,0.16212322821338837,3.33,8.85783654624464,65,1338934053,lqg
0.042533294741980525,0.07242209910996798,0.1717926330791007,0.87,8.424582992701922,66,978390736,lqg
0.045613869789385454,0.06404688601379933,0.15654789016368192,1.3,8.025787940046143,67,1667914286,lqg
0.0454317289995559,0.07164607017057259,0.16618273280632967,1.01,8.738299535761987,68,779217002,lqg
0.04798027959564576,0.06439343960964963,0.15973802064607528,1.77,8.565673400287983,69,1316414564,lqg
0.05010505775481674,0.0654179626161433,0.16801473873445114,2.0,9.24973102161901,70,1659553368,lqg
